"","year","month","observation_date","GDPC1","GDPchange_annual","INDPRO","INDPROchange_annual","T10Y3M","UNRATE","UNRATEchange_annual","CPIAUCSL","CPIchange_annual","vix","HedgingPressure"
"233","2001","05",2001-05-01,13301.394,0.00991932956888028,90.5335,-0.0300955511250477,1.8,4.3,0.3,177.3,0.0356308411214955,22.9440909090909,-0.0105199587866212
"234","2001","06",2001-06-01,13301.394,0.00991932956888028,90.0322,-0.0359628571550945,1.77,4.5,0.5,177.7,0.0319396051103368,20.9404761904762,0.0425488099211493
"235","2001","07",2001-07-01,13248.142,0.00487352367169329,89.4778,-0.0399789708596197,1.53,4.6,0.6,177.4,0.0272148233931674,22.3161904761905,0.106918097903062
"236","2001","08",2001-08-01,13248.142,0.00487352367169329,89.3838,-0.0385085791550897,1.48,4.9,0.800000000000001,177.4,0.0272148233931674,21.8617391304348,0.0648113637552226
"237","2001","09",2001-09-01,13248.142,0.00487352367169329,88.9262,-0.0474230691362813,2.2,5,1.1,178.1,0.0259216589861751,35.0653333333333,0.0290387986963106
"238","2001","10",2001-10-01,13284.881,0.00170642236422925,88.6365,-0.0469388259809747,2.25,5.3,1.4,177.6,0.0212765957446808,32.7213043478261,0.0862676984345583
"239","2001","11",2001-11-01,13284.881,0.00170642236422925,88.1058,-0.052765345320098,3,5.5,1.6,177.5,0.0189437428243399,26.6309523809524,0.10164968922502
"240","2001","12",2001-12-01,13284.881,0.00170642236422925,88.0897,-0.0501311209547676,3.33,5.7,1.8,177.4,0.016036655211913,23.72,0.12005683968185
"241","2002","01",2002-01-01,13394.91,0.0132881204842846,88.6706,-0.0383361495096817,3.31,5.7,1.5,177.7,0.0119589977220956,22.2528571428571,0.078379573027477
"242","2002","02",2002-02-01,13394.91,0.0132881204842846,88.6723,-0.0317641265192784,3.09,5.7,1.5,178,0.0113636363636364,22.8757894736842,0.0357715362372982
"243","2002","03",2002-03-01,13394.91,0.0132881204842846,89.3624,-0.0218298165323398,3.63,5.7,1.4,178.5,0.0136286201022147,18.985,-0.0712825058163168
"244","2002","04",2002-04-01,13477.356,0.0132288390224363,89.7933,-0.0140405393534786,3.34,5.9,1.5,179.3,0.0164399092970522,19.9004545454545,-0.0863981392755799
"245","2002","05",2002-05-01,13477.356,0.0132288390224363,90.1629,-0.00409351234625868,3.34,5.8,1.5,179.5,0.0124083474337281,20.0877272727273,-0.0469812967907007
"246","2002","06",2002-06-01,13477.356,0.0132288390224363,90.9078,0.0097254093535423,3.16,5.8,1.3,179.6,0.0106921778277997,25.271,-0.0198289105574303
"247","2002","07",2002-07-01,13531.741,0.0214066998979933,90.8761,0.0156273399658909,2.8,5.8,1.2,180,0.0146561443066516,34.0495454545455,-0.0617995109973656
"248","2002","08",2002-08-01,13531.741,0.0214066998979933,90.785,0.0156762187331485,2.45,5.7,0.8,180.5,0.0174746335963923,33.7427272727273,-0.0485740054849058
"249","2002","09",2002-09-01,13531.741,0.0214066998979933,90.8931,0.0221183408264382,2.06,5.7,0.7,180.8,0.0151600224592926,37.6475,-0.0857717428077795
"250","2002","10",2002-10-01,13549.421,0.0199128618464856,90.6289,0.0224783243923215,2.49,5.7,0.4,181.2,0.0202702702702702,35.2430434782609,-0.0458925598470788
"251","2002","11",2002-11-01,13549.421,0.0199128618464856,91.1366,0.0343995514483723,3,5.9,0.4,181.5,0.0225352112676056,28.175,0.0292457011380815
"252","2002","12",2002-12-01,13549.421,0.0199128618464856,90.6374,0.0289216559938336,2.61,6,0.3,181.8,0.0248027057497182,28.2104761904762,-0.0400765171696862
"253","2003","01",2003-01-01,13619.434,0.0167618894042587,91.3852,0.0306144313898858,2.82,5.8,0.0999999999999996,182.6,0.0275745638716939,27.4242857142857,-0.0415598608202475
"254","2003","02",2003-02-01,13619.434,0.0167618894042587,91.494,0.0318216624582873,2.51,5.9,0.2,183.6,0.0314606741573033,32.2184210526316,-0.014849155903081
"255","2003","03",2003-03-01,13619.434,0.0167618894042587,91.221,0.020798456621577,2.69,5.9,0.2,183.9,0.0302521008403362,30.6342857142857,0.030742312944888
"256","2003","04",2003-04-01,13741.107,0.0195699364177959,90.6448,0.00948289014881958,2.76,6,0.0999999999999996,183.2,0.0217512548800891,23.9919047619048,0.0790434960832464
"257","2003","05",2003-05-01,13741.107,0.0195699364177959,90.6163,0.00502867587444506,2.26,6.1,0.3,182.9,0.018941504178273,20.2395238095238,0.0624318225753873
"258","2003","06",2003-06-01,13741.107,0.0195699364177959,90.7372,-0.00187662664809833,2.64,6.3,0.5,183.1,0.0194877505567929,20.362380952381,-0.00104546701584778
"259","2003","07",2003-07-01,13970.157,0.0323990830152601,91.2028,0.00359500462717923,3.53,6.2,0.4,183.7,0.0205555555555555,19.1613636363636,-0.0279121215826588
"260","2003","08",2003-08-01,13970.157,0.0323990830152601,91.0119,0.00249931156027979,3.47,6.1,0.399999999999999,184.5,0.0221606648199446,19.2742857142857,-0.0511148335751304
"261","2003","09",2003-09-01,13970.157,0.0323990830152601,91.6355,0.00816783672247937,3.01,6.1,0.399999999999999,185.1,0.0237831858407079,19.532380952381,0.0642875103877664
"262","2003","10",2003-10-01,14131.379,0.0429507652024393,91.7372,0.0122289909730781,3.37,6,0.3,184.9,0.0204194260485652,18.0234782608696,-0.0119040929692007
"263","2003","11",2003-11-01,14131.379,0.0429507652024393,92.3505,0.0133195664529947,3.41,5.8,-0.100000000000001,185,0.0192837465564738,17.4010526315789,-0.0249228288887999
"264","2003","12",2003-12-01,14131.379,0.0429507652024393,92.4019,0.0194676811117706,3.32,5.7,-0.3,185.5,0.0203520352035203,16.8263636363636,-0.061366474021096
"265","2004","01",2004-01-01,14212.34,0.0435338208621592,92.5643,0.0129025268861917,3.24,5.7,-0.0999999999999996,186.3,0.0202628696604601,16.101,-0.0782160206596167
"266","2004","02",2004-02-01,14212.34,0.0435338208621592,93.1092,0.0176536166305987,3.03,5.6,-0.300000000000001,186.7,0.0168845315904139,15.9984210526316,-0.0829615246443235
"267","2004","03",2004-03-01,14212.34,0.0435338208621592,92.7403,0.0166551561592177,2.91,5.8,-0.100000000000001,187.1,0.0174007612833061,17.6873913043478,-0.0994483681468519
"268","2004","04",2004-04-01,14323.017,0.0423481164945444,93.1255,0.0273672621043899,3.55,5.6,-0.4,187.4,0.0229257641921398,15.6985714285714,-0.0624205744570399
"269","2004","05",2004-05-01,14323.017,0.0423481164945444,93.797,0.0351007489822471,3.58,5.6,-0.5,188.2,0.0289775833788955,17.705,-0.0780758482319994
"270","2004","06",2004-06-01,14323.017,0.0423481164945444,93.0677,0.025684063427128,3.29,5.6,-0.7,188.9,0.0316766794101584,15.3427272727273,-0.0309391253628046
"271","2004","07",2004-07-01,14457.832,0.0349083406865078,93.7646,0.0280890498975909,3.05,5.5,-0.7,189.1,0.0293957539466522,15.502380952381,-0.0250081448336174
"272","2004","08",2004-08-01,14457.832,0.0349083406865078,93.8516,0.031201414320545,2.54,5.4,-0.699999999999999,189.2,0.0254742547425474,16.6840909090909,-0.0285874000899346
"273","2004","09",2004-09-01,14457.832,0.0349083406865078,93.9393,0.0251409115462895,2.43,5.4,-0.699999999999999,189.8,0.0253916801728796,14.0928571428571,-0.0136089088709058
"274","2004","10",2004-10-01,14605.595,0.0335576591640489,94.8012,0.0333997549521894,2.14,5.5,-0.5,190.8,0.0319091400757166,14.9738095238095,-0.00799691132557022
"275","2004","11",2004-11-01,14605.595,0.0335576591640489,95.0379,0.0291000048727402,2.13,5.4,-0.399999999999999,191.7,0.0362162162162162,13.577619047619,0.00962268200700781
"276","2004","12",2004-12-01,14605.595,0.0335576591640489,95.7433,0.0361615940797755,2.02,5.4,-0.3,191.7,0.0334231805929919,12.4595454545455,0.0215614808920843
"277","2005","01",2005-01-01,14767.846,0.0390861744089995,96.1164,0.0383744056834006,1.63,5.3,-0.4,191.6,0.028448738593666,13.438,0.00243768320715464
"278","2005","02",2005-02-01,14767.846,0.0390861744089995,96.82,0.0398542786319718,1.6,5.4,-0.199999999999999,192.4,0.0305302624531335,11.7089473684211,-0.0191420194888739
"279","2005","03",2005-03-01,14767.846,0.0390861744089995,96.6725,0.0424001216299709,1.71,5.2,-0.6,193.1,0.0320684126135756,13.1263636363636,-0.0538234800490541
"280","2005","04",2005-04-01,14839.707,0.0360741036612608,96.8638,0.0401426032611905,1.31,5.2,-0.399999999999999,193.7,0.0336179295624332,14.4590476190476,-0.0401745503783244
"281","2005","05",2005-05-01,14839.707,0.0360741036612608,96.9622,0.0337452157318464,1.01,5.1,-0.5,193.6,0.0286928799149841,13.967619047619,0.0227902573481213
"282","2005","06",2005-06-01,14839.707,0.0360741036612608,97.353,0.0460449758616576,0.81,5,-0.6,193.7,0.0254102699841185,11.8686363636364,0.00188557208003947
"283","2005","07",2005-07-01,14956.291,0.0344767458910851,97.0425,0.034958822412723,0.86,5,-0.5,194.9,0.0306716023268113,11.049,-0.0140736169048728
"284","2005","08",2005-08-01,14956.291,0.0344767458910851,97.3856,0.0376551918134586,0.5,4.9,-0.5,196.1,0.0364693446088795,12.9513043478261,-0.0152445143681166
"285","2005","09",2005-09-01,14956.291,0.0344767458910851,95.509,0.0167097263871457,0.79,5,-0.4,198.8,0.047418335089568,12.6280952380952,0.0124675097692218
"286","2005","10",2005-10-01,15041.232,0.0298267205136114,96.6445,0.0194438467023624,0.59,5,-0.5,199.1,0.0435010482180293,14.937619047619,0.0498967775082832
"287","2005","11",2005-11-01,15041.232,0.0298267205136114,97.6736,0.0277331464605173,0.54,5,-0.4,198.1,0.0333854981742306,12.147619047619,0.0643560310493217
"288","2005","12",2005-12-01,15041.232,0.0298267205136114,98.2108,0.025772038356731,0.31,4.9,-0.5,198.1,0.0333854981742306,11.26,0.0393636133593405
"289","2006","01",2006-01-01,15244.088,0.0322485757232301,98.3353,0.0230855504367621,0.06,4.7,-0.6,199.3,0.0401878914405011,12.036,0.00115899757572385
"290","2006","02",2006-02-01,15244.088,0.0322485757232301,98.3412,0.0157116298285479,-0.07,4.8,-0.600000000000001,199.4,0.0363825363825364,12.4710526315789,0.0164388705530346
"291","2006","03",2006-03-01,15244.088,0.0322485757232301,98.5915,0.0198505262613463,0.23,4.7,-0.5,199.7,0.034179181771103,11.6939130434783,0.014437726272793
"292","2006","04",2006-04-01,15281.525,0.0297726902559464,98.9042,0.0210646288912886,0.3,4.7,-0.5,200.7,0.0361383582860093,11.8473684210526,-0.0342448796568199
"293","2006","05",2006-05-01,15281.525,0.0297726902559464,98.8999,0.0199840762688966,0.26,4.6,-0.5,201.3,0.0397727272727274,14.5780952380952,-0.0555582688260292
"294","2006","06",2006-06-01,15281.525,0.0297726902559464,99.209,0.0190646410485553,0.14,4.6,-0.4,201.8,0.0418172431595252,16.9186363636364,-0.0210699615212592
"295","2006","07",2006-07-01,15304.517,0.0232829115186379,99.1473,0.021689465955638,-0.11,4.7,-0.3,202.9,0.0410466906105695,15.326,-0.0396191801482146
"296","2006","08",2006-08-01,15304.517,0.0232829115186379,99.5815,0.0225485081983374,-0.31,4.7,-0.2,203.8,0.0392656807751148,13.3517391304348,-0.0467759447743739
"297","2006","09",2006-09-01,15304.517,0.0232829115186379,99.4133,0.0408788700541311,-0.25,4.5,-0.5,202.8,0.0201207243460765,12.1845,-0.00969368456350716
"298","2006","10",2006-10-01,15433.643,0.0260890198356092,99.2931,0.0274055947312056,-0.47,4.4,-0.6,201.9,0.0140632847815169,11.3063636363636,0.0119574058782029
"299","2006","11",2006-11-01,15433.643,0.0260890198356092,99.2376,0.016012515152508,-0.57,4.5,-0.5,202,0.0196870267541646,10.817619047619,0.000123173154651816
"300","2006","12",2006-12-01,15433.643,0.0260890198356092,100.2526,0.0207899742187213,-0.31,4.4,-0.5,203.1,0.0252397778899546,10.9645,-0.00178933063992479
"301","2007","01",2007-01-01,15478.956,0.0154071532518049,99.86,0.015505113626541,-0.29,4.6,-0.100000000000001,203.437,0.0207576517812343,11.0425,0.00844466967274303
"302","2007","02",2007-02-01,15478.956,0.0154071532518049,100.8096,0.0251003648521678,-0.6,4.5,-0.3,204.226,0.0242026078234704,11.1552631578947,0.00895630560100043
"303","2007","03",2007-03-01,15478.956,0.0154071532518049,101.0257,0.0246897552020205,-0.39,4.4,-0.3,205.288,0.0279819729594393,15.1627272727273,-0.0145742759374739
"304","2007","04",2007-04-01,15577.779,0.0193864159499789,101.7497,0.0287702645590379,-0.28,4.5,-0.2,205.904,0.0259292476332835,12.933,-0.0392586144127521
"305","2007","05",2007-05-01,15577.779,0.0193864159499789,101.8148,0.0294732350588828,0.17,4.4,-0.199999999999999,206.755,0.0270988574267262,13.2977272727273,-0.0227358200696364
"306","2007","06",2007-06-01,15577.779,0.0193864159499789,101.8424,0.0265439627453154,0.21,4.6,0,207.234,0.0269276511397423,14.947619047619,-0.0322386998074907
"307","2007","07",2007-07-01,15671.605,0.0239855985001029,101.7209,0.0259573382230277,-0.18,4.7,0,207.603,0.0231789058649581,17.2733333333333,-0.0575891245353066
"308","2007","08",2007-08-01,15671.605,0.0239855985001029,101.9639,0.0239241224524635,0.53,4.6,-0.100000000000001,207.667,0.0189744847890088,25.0260869565217,-0.031478960642014
"309","2007","09",2007-09-01,15671.605,0.0239855985001029,102.2023,0.0280545963165893,0.77,4.7,0.2,208.547,0.0283382642998027,22.1989473684211,-0.0150691989046561
"310","2007","10",2007-10-01,15767.146,0.0216088320819654,101.8873,0.0261266895685602,0.54,4.7,0.3,209.19,0.0361069836552749,19.115652173913,-0.0338275163100904
"311","2007","11",2007-11-01,15767.146,0.0216088320819654,102.4717,0.0325894620587358,0.82,4.7,0.2,210.834,0.0437326732673268,25.582380952381,-0.0201329346201235
"312","2007","12",2007-12-01,15767.146,0.0216088320819654,102.4621,0.0220393286558155,0.68,5,0.6,211.445,0.0410881339241753,21.651,-0.0294904328332047
"313","2008","01",2008-01-01,15702.906,0.0144680300144274,102.3148,0.0245824153815342,1.71,5,0.4,212.174,0.0429469565516597,25.8161904761905,-0.0419728555948504
"314","2008","02",2008-02-01,15702.906,0.0144680300144274,101.9384,0.0111973462844808,1.68,4.9,0.4,212.687,0.0414295927061198,25.456,-0.0296090051778048
"315","2008","03",2008-03-01,15702.906,0.0144680300144274,101.5904,0.00558966678775799,2.07,5.1,0.699999999999999,213.448,0.0397490355013444,27.1035,-0.0512599485411468
"316","2008","04",2008-04-01,15792.773,0.0138013255933339,100.9098,-0.00825456979234337,2.34,5,0.5,213.942,0.0390376097598882,21.5627272727273,-0.0311339659071963
"317","2008","05",2008-05-01,15792.773,0.0138013255933339,100.3073,-0.0148062953519528,2.17,5.4,1,215.208,0.0408841382312399,18.3033333333333,-0.0219130405178834
"318","2008","06",2008-06-01,15792.773,0.0138013255933339,100.0853,-0.0172531283630393,2.09,5.6,1,217.463,0.0493596610594786,22.1104761904762,-0.00266991180783718
"319","2008","07",2008-07-01,15709.562,0.00242202378122728,99.6124,-0.0207282869105563,2.31,5.8,1.1,219.016,0.0549751207834183,24.3222727272727,-0.00267259462077913
"320","2008","08",2008-08-01,15709.562,0.00242202378122728,98.0601,-0.0382860992959272,2.11,6.1,1.5,218.69,0.0530801716209123,20.6957142857143,0.0038849791883258
"321","2008","09",2008-09-01,15709.562,0.00242202378122728,93.8451,-0.0817711538781416,2.93,6.1,1.4,218.877,0.0495331987513607,30.297619047619,-0.0119547681229958
"322","2008","10",2008-10-01,15366.607,-0.0254033925987621,94.7036,-0.0705063339591883,3.55,6.5,1.8,216.995,0.037310578899565,61.1773913043478,0.0139598279436496
"323","2008","11",2008-11-01,15366.607,-0.0254033925987621,93.4737,-0.0878096098727747,2.92,6.8,2.1,213.153,0.0109991747061669,62.6689473684211,0.0162074862931151
"324","2008","12",2008-12-01,15366.607,-0.0254033925987621,90.825,-0.113574677856495,2.14,7.3,2.3,211.398,-0.000222280025538542,52.3559090909091,-0.0347902052648369
"325","2009","01",2009-01-01,15187.475,-0.0328239244379353,88.583,-0.134211277351859,2.63,7.8,2.8,211.933,-0.0011358601902213,44.683,-0.0386259217023436
"326","2009","02",2009-02-01,15187.475,-0.0328239244379353,88.0069,-0.136665868799196,2.76,8.3,3.4,212.705,8.46314067150352e-05,45.5705263157895,-0.0216938605986635
"327","2009","03",2009-03-01,15187.475,-0.0328239244379353,86.6045,-0.147512953979904,2.5,8.7,3.6,212.495,-0.00446478767662383,44.7954545454545,-0.00814385510358421
"328","2009","04",2009-04-01,15161.772,-0.0399550477930632,85.9406,-0.148342381017503,3.02,9,4,212.709,-0.00576324424376702,38.0638095238095,-0.00436358178366169
"329","2009","05",2009-05-01,15161.772,-0.0399550477930632,85.0635,-0.151970993138087,3.33,9.4,4,213.022,-0.0101576149585518,31.978,-0.0239211366386259
"330","2009","06",2009-06-01,15161.772,-0.0399550477930632,84.7841,-0.152881592002022,3.34,9.5,3.9,214.79,-0.0122917461821091,29.1404545454545,-0.0444177461547244
"331","2009","07",2009-07-01,15216.647,-0.031376750032878,85.7471,-0.139192510169417,3.34,9.5,3.7,214.726,-0.0195876100376228,26.1627272727273,-0.0159069962747162
"332","2009","08",2009-08-01,15216.647,-0.031376750032878,86.7094,-0.115752482406198,3.25,9.6,3.5,215.445,-0.0148383556632677,25.3371428571429,-0.0310019703497369
"333","2009","09",2009-09-01,15216.647,-0.031376750032878,87.4072,-0.068601344129848,3.17,9.8,3.7,215.861,-0.0137794286288647,24.9266666666667,-0.0383313635546583
"334","2009","10",2009-10-01,15379.155,0.000816575838765232,87.6595,-0.0743804881757399,3.36,10,3.5,216.509,-0.00223968294200336,24.2522727272727,-0.0569607849866518
"335","2009","11",2009-11-01,15379.155,0.000816575838765232,88.0061,-0.0584934585878166,3.15,9.9,3.1,217.234,0.0191458717447093,23.789,-0.0849498530090952
"336","2009","12",2009-12-01,15379.155,0.000816575838765232,88.2819,-0.0280000000000001,3.79,9.9,2.6,217.347,0.0281412312320836,21.2395454545455,-0.0676296635402731
"337","2010","01",2010-01-01,15456.059,0.0176845723202836,89.2744,0.00780510933249045,3.55,9.8,2,217.488,0.0262111138897671,20.6431578947368,-0.0984363211032604
"338","2010","02",2010-02-01,15456.059,0.0176845723202836,89.5648,0.0177020210915281,3.48,9.8,1.5,217.281,0.0215133635786653,22.54,-0.0532300080071839
"339","2010","03",2010-03-01,15456.059,0.0176845723202836,90.2296,0.0418581020616712,3.68,9.9,1.2,217.353,0.0228617143932799,17.7673913043478,-0.0864481428043973
"340","2010","04",2010-04-01,15605.628,0.0292746784478753,90.5689,0.0538546391344719,3.53,9.9,0.9,217.403,0.0220677075253045,17.4242857142857,-0.0980746398034543
"341","2010","05",2010-05-01,15605.628,0.0292746784478753,91.8247,0.0794841500761196,3.15,9.6,0.199999999999999,217.29,0.0200354892921858,31.9295,-0.0635753207546776
"342","2010","06",2010-06-01,15605.628,0.0292746784478753,92.007,0.0851916809873551,2.79,9.4,-0.0999999999999996,217.199,0.0112156059406863,29.9163636363636,-0.024137898190757
"343","2010","07",2010-07-01,15726.282,0.0334919381385399,92.3967,0.0775489783327948,2.79,9.4,-0.0999999999999996,217.605,0.013407784804821,25.5652380952381,-0.0259680919946682
"344","2010","08",2010-08-01,15726.282,0.0334919381385399,92.7118,0.0692243286195037,2.33,9.5,-0.0999999999999996,217.923,0.0115017753951125,24.7459090909091,-0.041073714674286
"345","2010","09",2010-09-01,15726.282,0.0334919381385399,92.9252,0.0631298108165003,2.37,9.5,-0.300000000000001,218.275,0.0111831224723318,22.517619047619,-0.0387356761260116
"346","2010","10",2010-10-01,15807.995,0.027884496905064,92.7115,0.0576320877942494,2.51,9.4,-0.6,219.035,0.0116669514893146,20.3733333333333,-0.0904264483644938
"347","2010","11",2010-11-01,15807.995,0.027884496905064,92.7535,0.0539439879735609,2.64,9.8,-0.0999999999999996,219.59,0.0108454477660035,20.0957142857143,-0.119152344712458
"348","2010","12",2010-12-01,15807.995,0.027884496905064,93.6492,0.0607972868730736,3.18,9.3,-0.6,220.472,0.0143779302221793,17.5695454545455,-0.13125009916143
"349","2011","01",2011-01-01,15769.911,0.0203060819061315,93.4768,0.0470728450709274,3.27,9.1,-0.700000000000001,221.187,0.0170078349150298,17.3155,-0.121632900831621
"350","2011","02",2011-02-01,15769.911,0.0203060819061315,93.0617,0.0390432402015077,3.27,9,-0.800000000000001,221.898,0.0212489817333314,17.43,-0.134158508500235
"351","2011","03",2011-03-01,15769.911,0.0203060819061315,94.0244,0.0420571519767349,3.38,9,-0.9,223.046,0.0261924151035412,20.7234782608696,-0.188512587949444
"352","2011","04",2011-04-01,15876.839,0.017379050686073,93.7011,0.0345836153469899,3.28,9.1,-0.800000000000001,224.093,0.0307723444478687,16.244,-0.178473459593916
"353","2011","05",2011-05-01,15876.839,0.017379050686073,93.849,0.0220452666875034,2.99,9,-0.6,224.806,0.0345897188089651,16.9114285714286,-0.144243314932334
"354","2011","06",2011-06-01,15876.839,0.017379050686073,94.0844,0.0225787168367624,3.15,9.1,-0.300000000000001,224.806,0.0350231815063605,19.1531818181818,-0.115284626160943
"355","2011","07",2011-07-01,15870.684,0.0091822084838616,94.5881,0.023717297262781,2.72,9,-0.4,225.395,0.0357988097699962,19.2275,-0.109044773506142
"356","2011","08",2011-08-01,15870.684,0.0091822084838616,95.1605,0.0264119561911213,2.21,9,-0.5,226.106,0.0375499603070809,35.0291304347826,-0.10010973176796
"357","2011","09",2011-09-01,15870.684,0.0091822084838616,95.0855,0.023247730432649,1.9,9,-0.5,226.597,0.0381262169281869,36.53,-0.104860248648835
"358","2011","10",2011-10-01,16048.702,0.0152269152413066,95.6902,0.0321287003230452,2.16,8.8,-0.6,226.75,0.0352226813066405,32.8290476190476,-0.0887505560271511
"359","2011","11",2011-11-01,16048.702,0.0152269152413066,95.7307,0.0320979801301298,2.07,8.6,-1.2,227.169,0.0345143221458172,31.9419047619048,-0.126196178355368
"360","2011","12",2011-12-01,16048.702,0.0152269152413066,96.2047,0.0272880067315045,1.87,8.5,-0.800000000000001,227.223,0.0306206683841939,25.047619047619,-0.128034652469528
"361","2012","01",2012-01-01,16179.968,0.0260024929753884,96.7772,0.035307156428119,1.77,8.3,-0.799999999999999,227.842,0.0300876633798551,20.228,-0.146003013257272
"362","2012","02",2012-02-01,16179.968,0.0260024929753884,97.051,0.0428672590335229,1.9,8.3,-0.699999999999999,228.329,0.0289817844234739,18.4205,-0.17411339126797
"363","2012","03",2012-03-01,16179.968,0.0260024929753884,96.5714,0.0270887131425459,2.16,8.2,-0.800000000000001,228.807,0.025828752813321,16.1672727272727,-0.18187606918045
"364","2012","04",2012-04-01,16253.726,0.0237381634971546,97.3139,0.0385566444790937,1.85,8.2,-0.9,229.187,0.0227316337413486,17.823,-0.155890700922755
"365","2012","05",2012-05-01,16253.726,0.0237381634971546,97.4669,0.0385502242964762,1.52,8.2,-0.800000000000001,228.713,0.0173794293746607,21.0018181818182,-0.14076047394546
"366","2012","06",2012-06-01,16253.726,0.0237381634971546,97.4577,0.0358539779176994,1.58,8.2,-0.9,228.524,0.0165387044829764,21.1309523809524,-0.0960884843658338
"367","2012","07",2012-07-01,16282.151,0.0259262297705632,97.6786,0.0326732432515296,1.4,8.2,-0.800000000000001,228.59,0.0141751147984649,17.562380952381,-0.114696195734874
"368","2012","08",2012-08-01,16282.151,0.0259262297705632,97.2842,0.0223170328024758,1.48,8.1,-0.9,229.918,0.0168593491548212,15.6895652173913,-0.149634007149417
"369","2012","09",2012-09-01,16282.151,0.0259262297705632,97.2295,0.0225481277376677,1.55,7.8,-1.2,231.015,0.0194971689828196,15.2847368421053,-0.162673775736544
"370","2012","10",2012-10-01,16300.035,0.0156606434588916,97.5344,0.0192726109883771,1.61,7.8,-1,231.638,0.0215567805953694,16.2761904761905,-0.131699599128986
"371","2012","11",2012-11-01,16300.035,0.0156606434588916,97.9837,0.0235347699327384,1.54,7.7,-0.899999999999999,231.249,0.0179601970339262,16.7019047619048,-0.12154562090741
"372","2012","12",2012-12-01,16300.035,0.0156606434588916,98.2122,0.020866963880143,1.73,7.9,-0.6,231.221,0.0175950497968955,17.3445,-0.134908882035647
"373","2013","01",2013-01-01,16441.485,0.0161630109528029,98.1664,0.0143546207164498,1.95,8,-0.300000000000001,231.679,0.0168406176209829,13.5052380952381,-0.182100888788283
"374","2013","02",2013-02-01,16441.485,0.0161630109528029,98.6458,0.0164325972942061,1.78,7.7,-0.600000000000001,232.937,0.0201814049025748,14.0726315789474,-0.190463665376548
"375","2013","03",2013-03-01,16441.485,0.0161630109528029,99.0597,0.0257664277415468,1.8,7.5,-0.699999999999999,232.282,0.0151874724112463,13.0315,-0.161207499230817
"376","2013","04",2013-04-01,16464.402,0.0129617049038477,98.9927,0.0172513895753844,1.65,7.6,-0.6,231.797,0.0113880804757686,13.9672727272727,-0.145722723453945
"377","2013","05",2013-05-01,16464.402,0.0129617049038477,99.0726,0.0164743107660139,2.12,7.5,-0.699999999999999,231.893,0.0139038882791971,13.4936363636364,-0.156314299587042
"378","2013","06",2013-06-01,16464.402,0.0129617049038477,99.2065,0.0179441952765149,2.48,7.5,-0.699999999999999,232.445,0.0171579352715688,17.2715,-0.168410387400111
"379","2013","07",2013-07-01,16594.743,0.0191984462003822,98.9204,0.0127131224239495,2.56,7.3,-0.899999999999999,232.9,0.0188547180541581,13.9745454545455,-0.197206686672614
"380","2013","08",2013-08-01,16594.743,0.0191984462003822,99.4996,0.0227724543142669,2.75,7.2,-0.899999999999999,233.456,0.0153880948860028,14.21,-0.2084955569012
"381","2013","09",2013-09-01,16594.743,0.0191984462003822,100.0568,0.0290786232573447,2.62,7.2,-0.6,233.544,0.010947341081748,14.692,-0.202037037717063
"382","2013","10",2013-10-01,16712.76,0.0253204977780722,99.9168,0.0244262537115109,2.53,7.2,-0.6,233.669,0.0087679914349114,15.4078260869565,-0.188419901355827
"383","2013","11",2013-11-01,16712.76,0.0253204977780722,100.1762,0.0223761707304378,2.69,6.9,-0.8,234.1,0.0123287019619544,12.924,-0.198738200550248
"384","2013","12",2013-12-01,16712.76,0.0253204977780722,100.3658,0.0219280293079678,2.97,6.7,-1.2,234.719,0.0151283836675734,14.192380952381,-0.235816827519217
"385","2014","01",2014-01-01,16654.247,0.0129405585930954,100.038,0.019065586595821,2.65,6.6,-1.4,235.288,0.0155775879557492,14.2409523809524,-0.235670324063073
"386","2014","02",2014-02-01,16654.247,0.0129405585930954,100.7918,0.021754600804089,2.61,6.7,-1,235.547,0.0112047463477249,15.47,-0.278598054308475
"387","2014","03",2014-03-01,16654.247,0.0129405585930954,101.7782,0.0274430469706651,2.68,6.7,-0.8,236.028,0.016126949139408,14.8366666666667,-0.281738977388224
"388","2014","04",2014-04-01,16868.109,0.0245199916765882,101.8337,0.028699085892192,2.64,6.2,-1.4,236.468,0.0201512530360617,14.1980952380952,-0.276286551901649
"389","2014","05",2014-05-01,16868.109,0.0245199916765882,102.2325,0.0318947923038258,2.44,6.3,-1.2,236.918,0.0216694768707982,12.4752380952381,-0.291935504316917
"390","2014","06",2014-06-01,16868.109,0.0245199916765882,102.5722,0.0339262044321692,2.49,6.1,-1.4,237.231,0.0205898169459442,11.5414285714286,-0.318452709125726
"391","2014","07",2014-07-01,17064.616,0.0283145692584696,102.8479,0.0397036405028689,2.55,6.2,-1.1,237.498,0.0197423787033061,12.2963636363636,-0.293058791361857
"392","2014","08",2014-08-01,17064.616,0.0283145692584696,102.6491,0.0316533935814818,2.32,6.1,-1.1,237.46,0.017150983482969,13.4919047619048,-0.267300150676949
"393","2014","09",2014-09-01,17064.616,0.0283145692584696,102.9858,0.0292733727242926,2.5,5.9,-1.3,237.477,0.0168405097112321,13.4666666666667,-0.251286905079396
"394","2014","10",2014-10-01,17141.235,0.0256375966626699,102.9911,0.0307685994747631,2.34,5.7,-1.5,237.43,0.0160954170215133,18.0586956521739,-0.228789759242121
